Sample_ID,Plot,DateWeighed,DateFiltered,DateDelivered ,FalcoStandingTubeWeight wOutLid.g,WetSample Weigh.g,Study,Year,Location,SiteYear,Block,TrtNo,Trt,Residue,Herbicide,CovCropStg,CovCrop,CovStgResII,CovStgRes,Assay,AppTiming,TestHerb.ppm,StdHerb.ppm,Ratio,Background.ppm,pyroxasulfone.mgL,DepWashSum.ppm,RyeBio,VetchBio,CloverBio,
2E211W,211,45610,na,na,12.967,19.293,Petris,2022,DE,DE22,B2,2,yes,standing,pyroxasulfone,mid-heading,cereal rye,rye/heading/stand,SECCE (heading),washoff,0 DAT,0.0233,0.26,0.089564518,0.004,0.0233,0.5351,43,0,0,
2E306W,306,45605,na,na,12.976,16.381,Petris,2022,DE,DE22,B3,2,yes,standing,pyroxasulfone,mid-heading,cereal rye,rye/heading/stand,SECCE (heading),washoff,0 DAT,0.0314,0.26,0.120769231,0.004,0.0314,0.1641,58.8,0,0,
2E402W,402,45381,na,na,12.96,15.75,Petris,2022,DE,DE22,B4,2,yes,standing,pyroxasulfone,mid-heading,cereal rye,rye/heading/stand,SECCE (heading),washoff,0 DAT,0.0162,0.26,0.062307692,0.004,0.0162,0.123,37.4,0,0,
2E102D,102,45381,na,na,13.052,15.179,Petris,2022,DE,DE22,B1,8,yes,standing,pyroxasulfone,mid-heading,cereal rye,rye/heading/stand,SECCE (heading),deposition,21 DAT,0.172,0.26,0.661538462,0.004,0.172,0.1853,22.4,0,0,
2E212D,212,45605,na,na,12.826,16.597,Petris,2022,DE,DE22,B2,8,yes,standing,pyroxasulfone,mid-heading,cereal rye,rye/heading/stand,SECCE (heading),deposition,21 DAT,0.5118,0.26,1.968461538,0.004,0.5118,0.2807,22.6,0,0,
2E305D,305,45603,na,na,12.97,18.683,Petris,2022,DE,DE22,B3,8,yes,standing,pyroxasulfone,mid-heading,cereal rye,rye/heading/stand,SECCE (heading),deposition,21 DAT,0.2238,0.26,0.860769231,0.004,0.2238,0.234,23.2,0,0,
2E401D,401,45605,na,na,12.923,15.579,Petris,2022,DE,DE22,B4,8,yes,standing,pyroxasulfone,mid-heading,cereal rye,rye/heading/stand,SECCE (heading),deposition,21 DAT,0.323,0.26,1.242307692,0.004,0.323,0.3467,32.2,0,0,
2E102W,102,45380,na,na,12.952,19.197,Petris,2022,DE,DE22,B1,8,yes,standing,pyroxasulfone,mid-heading,cereal rye,rye/heading/stand,SECCE (heading),washoff,21 DAT,0.0133,0.26,0.051153846,0.004,0.0133,0.1853,22.4,0,0,
2E212W,212,45603,na,na,13.081,17.634,Petris,2022,DE,DE22,B2,8,yes,standing,pyroxasulfone,mid-heading,cereal rye,rye/heading/stand,SECCE (heading),washoff,21 DAT,0.0124,0.26,0.047711546,0.004,0.0124,0.2807,22.6,0,0,
2E305W,305,45381,na,na,12.94,15.725,Petris,2022,DE,DE22,B3,8,yes,standing,pyroxasulfone,mid-heading,cereal rye,rye/heading/stand,SECCE (heading),washoff,21 DAT,0.0102,0.26,0.039230769,0.004,0.0102,0.234,23.2,0,0,
2E401W,401,45603,na,na,12.912,17.524,Petris,2022,DE,DE22,B4,8,yes,standing,pyroxasulfone,mid-heading,cereal rye,rye/heading/stand,SECCE (heading),washoff,21 DAT,0.0237,0.26,0.091153846,0.004,0.0237,0.3467,32.2,0,0,
2EBST1,STD,45610,na,na,12.975,15.994,Petris,2022,DE,DE22,na,STD,no,control,pyroxasulfone,mid-heading,control,control,control,control,0 DAT,0.235,0.22,1.068181818,0.004,0.235,na,na,na,na,
2EBST2,STD,45380,na,na,12.949,17.945,Petris,2022,DE,DE22,na,STD,no,control,pyroxasulfone,mid-heading,control,control,control,control,0 DAT,0.2324,0.22,1.056363636,0.004,0.2324,na,na,na,na,
2EBST3,STD,45380,na,na,12.907,16.778,Petris,2022,DE,DE22,na,STD,no,control,pyroxasulfone,mid-heading,control,control,control,control,0 DAT,0.288,0.22,1.309090909,0.004,0.288,na,na,na,na,
2EBST4,STD,45380,na,na,12.937,17.669,Petris,2022,DE,DE22,na,STD,no,control,pyroxasulfone,mid-heading,control,control,control,control,0 DAT,0.1329,0.22,0.604090909,0.004,0.1329,na,na,na,na,
3E111D,111,45141,45146,45146,10.77,15.85,Petris,2023,DE,DE23,B1,3,yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),deposition,0 DAT,na,na,#VALUE!,na,na,na,46.6,0,0,
3E203D,203,45132,45140,45140,10.69,15.49,Petris,2023,DE,DE23,B2,3,yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),deposition,0 DAT,0.1571,na,#VALUE!,na,0.1571,na,46.8,0,0,
3E307D,307,45132,45140,45140,10.55,16.22,Petris,2023,DE,DE23,B3,3,yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),deposition,0 DAT,0.2405,na,#VALUE!,na,0.2405,na,161.8,0,0,
3E409D,409,45141,45146,45146,10.44,15.29,Petris,2023,DE,DE23,B4,3,yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),deposition,0 DAT,na,na,#VALUE!,na,na,na,83.6,0,0,
3E111W,111,45141,45146,45146,10.69,16.7,Petris,2023,DE,DE23,B1,3,yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),washoff,0 DAT,na,na,#VALUE!,na,na,na,46.6,0,0,
3E203W,203,45132,45140,45140,10.49,16.22,Petris,2023,DE,DE23,B2,3,yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),washoff,0 DAT,0.0557,na,#VALUE!,na,0.0557,na,46.8,0,0,
3E307W,307,45141,45146,45146,10.57,16.39,Petris,2023,DE,DE23,B3,3,yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),washoff,0 DAT,na,na,#VALUE!,na,na,na,161.8,0,0,
3E409W,409,45132,45140,45140,10.61,16.21,Petris,2023,DE,DE23,B4,3,yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),washoff,0 DAT,0.0669,na,#VALUE!,na,0.0669,na,83.6,0,0,
3E110D,110,45141,45146,45146,10.7,15.81,Petris,2023,DE,DE23,B1,4,yes,rolled,pyroxasulfone,anthesis,cereal rye,rye/anthesis/roll,SECCE (roll),deposition,0 DAT,na,na,#VALUE!,na,na,na,137,0,0,
3E206D,206,45141,45146,45146,10.59,15.17,Petris,2023,DE,DE23,B2,4,yes,rolled,pyroxasulfone,anthesis,cereal rye,rye/anthesis/roll,SECCE (roll),deposition,0 DAT,na,na,#VALUE!,na,na,na,117,0,0,
3E301D,301,45141,45146,45146,10.45,15.79,Petris,2023,DE,DE23,B3,4,yes,rolled,pyroxasulfone,anthesis,cereal rye,rye/anthesis/roll,SECCE (roll),deposition,0 DAT,na,na,#VALUE!,na,na,na,74,0,0,
3E405D,405,45132,45140,45140,10.49,15.36,Petris,2023,DE,DE23,B4,4,yes,rolled,pyroxasulfone,anthesis,cereal rye,rye/anthesis/roll,SECCE (roll),deposition,0 DAT,0.4768,na,#VALUE!,na,0.4768,na,108.2,0,0,
3E110W,110,45132,45140,45140,10.74,16.76,Petris,2023,DE,DE23,B1,4,yes,rolled,pyroxasulfone,anthesis,cereal rye,rye/anthesis/roll,SECCE (roll),washoff,0 DAT,0.0701,na,#VALUE!,na,0.0701,na,137,0,0,
3E206W,206,45141,45146,45146,10.5,15.4,Petris,2023,DE,DE23,B2,4,yes,rolled,pyroxasulfone,anthesis,cereal rye,rye/anthesis/roll,SECCE (roll),washoff,0 DAT,na,na,#VALUE!,na,na,na,117,0,0,
3E301W,301,45141,45146,45146,10.57,16.52,Petris,2023,DE,DE23,B3,4,yes,rolled,pyroxasulfone,anthesis,cereal rye,rye/anthesis/roll,SECCE (roll),washoff,0 DAT,na,na,#VALUE!,na,na,na,74,0,0,
3E405W,405,45131, 8/1/2023, 8/1/2023,10.57,16.77,Petris,2023,DE,DE23,B4,4,yes,rolled,pyroxasulfone,anthesis,cereal rye,rye/anthesis/roll,SECCE (roll),washoff,0 DAT,0.0802,na,#VALUE!,na,0.0802,na,108.2,0,0,
3E104D,104,45131, 8/1/2023, 8/1/2023,10.56,15.08,Petris,2023,DE,DE23,B1,5,yes,rolled,pyroxasulfone,anthesis,clover/rye,rye-clover/anthesis/roll,SECCE-TRIPR (roll),deposition,0 DAT,0.0565,na,#VALUE!,na,0.0565,na,56.2,0,59.8,
3E207D,207,45131, 8/1/2023, 8/1/2023,10.74,14.22,Petris,2023,DE,DE23,B2,5,yes,rolled,pyroxasulfone,anthesis,clover/rye,rye-clover/anthesis/roll,SECCE-TRIPR (roll),deposition,0 DAT,0.0927,na,#VALUE!,na,0.0927,na,50.6,0,68.4,
3E304D,304,45132,45140,45140,10.6,16.19,Petris,2023,DE,DE23,B3,5,yes,rolled,pyroxasulfone,anthesis,clover/rye,rye-clover/anthesis/roll,SECCE-TRIPR (roll),deposition,0 DAT,0.3084,na,#VALUE!,na,0.3084,na,49.6,0,64.4,
3E402D,402,45132,45140,45140,10.62,15.74,Petris,2023,DE,DE23,B4,5,yes,rolled,pyroxasulfone,anthesis,clover/rye,rye-clover/anthesis/roll,SECCE-TRIPR (roll),deposition,0 DAT,0.4351,na,#VALUE!,na,0.4351,na,32.8,0,70.4,
3E104W,104,45141,45146,45146,10.63,15.09,Petris,2023,DE,DE23,B1,5,yes,rolled,pyroxasulfone,anthesis,clover/rye,rye-clover/anthesis/roll,SECCE-TRIPR (roll),washoff,0 DAT,na,na,#VALUE!,na,na,na,56.2,0,59.8,
3E207W,207,45141,45146,45146,10.51,16.01,Petris,2023,DE,DE23,B2,5,yes,rolled,pyroxasulfone,anthesis,clover/rye,rye-clover/anthesis/roll,SECCE-TRIPR (roll),washoff,0 DAT,na,na,#VALUE!,na,na,na,50.6,0,68.4,
3E304W,304,45141,45146,45146,10.45,15.04,Petris,2023,DE,DE23,B3,5,yes,rolled,pyroxasulfone,anthesis,clover/rye,rye-clover/anthesis/roll,SECCE-TRIPR (roll),washoff,0 DAT,na,na,#VALUE!,na,na,na,49.6,0,64.4,
3E402W,402,45131, 8/1/2023, 8/1/2023,10.64,15.77,Petris,2023,DE,DE23,B4,5,yes,rolled,pyroxasulfone,anthesis,clover/rye,rye-clover/anthesis/roll,SECCE-TRIPR (roll),washoff,0 DAT,0.0794,na,#VALUE!,na,0.0794,na,32.8,0,70.4,
3E102D,102,45141,45146,45146,10.61,16.61,Petris,2023,DE,DE23,B1,6,yes,rolled,pyroxasulfone,anthesis,vetch/rye,rye-vetch/anthesis/roll,SECCE-VICVI (roll),deposition,0 DAT,na,na,#VALUE!,na,na,na,64.6,51.2,0,
3E210D,210,45132,45140,45140,10.5,15.43,Petris,2023,DE,DE23,B2,6,yes,rolled,pyroxasulfone,anthesis,vetch/rye,rye-vetch/anthesis/roll,SECCE-VICVI (roll),deposition,0 DAT,0.0868,na,#VALUE!,na,0.0868,na,39.8,73.8,0,
3E311D,311,45132,45140,45140,10.72,16.11,Petris,2023,DE,DE23,B3,6,yes,rolled,pyroxasulfone,anthesis,vetch/rye,rye-vetch/anthesis/roll,SECCE-VICVI (roll),deposition,0 DAT,0.084,na,#VALUE!,na,0.084,na,44.2,84.4,0,
3E408D,408,45141,45146,45146,10.74,15.38,Petris,2023,DE,DE23,B4,6,yes,rolled,pyroxasulfone,anthesis,vetch/rye,rye-vetch/anthesis/roll,SECCE-VICVI (roll),deposition,0 DAT,na,na,#VALUE!,na,na,na,50.4,64,0,
3E102W,102,45132,45140,45140,10.62,16.47,Petris,2023,DE,DE23,B1,6,yes,rolled,pyroxasulfone,anthesis,vetch/rye,rye-vetch/anthesis/roll,SECCE-VICVI (roll),washoff,0 DAT,0.0632,na,#VALUE!,na,0.0632,na,64.6,51.2,0,
3E210W,210,45132,45140,45140,10.6,15.67,Petris,2023,DE,DE23,B2,6,yes,rolled,pyroxasulfone,anthesis,vetch/rye,rye-vetch/anthesis/roll,SECCE-VICVI (roll),washoff,0 DAT,0.1289,na,#VALUE!,na,0.1289,na,39.8,73.8,0,
3E311W,311,45141,45146,45146,10.47,15.17,Petris,2023,DE,DE23,B3,6,yes,rolled,pyroxasulfone,anthesis,vetch/rye,rye-vetch/anthesis/roll,SECCE-VICVI (roll),washoff,0 DAT,na,na,#VALUE!,na,na,na,44.2,84.4,0,
3E408W,408,45132,45140,45140,10.6,14.75,Petris,2023,DE,DE23,B4,6,yes,rolled,pyroxasulfone,anthesis,vetch/rye,rye-vetch/anthesis/roll,SECCE-VICVI (roll),washoff,0 DAT,0.118,na,#VALUE!,na,0.118,na,50.4,64,0,
3E112D,112,45131, 8/1/2023, 8/1/2023,10.65,16.05,Petris,2023,DE,DE23,B1,9,yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),deposition,21 DAT,0.2489,na,#VALUE!,na,0.2489,na,104.2,0,0,
3E204D,204,45131, 8/1/2023, 8/1/2023,10.61,15.01,Petris,2023,DE,DE23,B2,9,yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),deposition,21 DAT,0.4608,na,#VALUE!,na,0.4608,na,73.6,0,0,
3E306D,306,45141,45146,45146,10.7,16.39,Petris,2023,DE,DE23,B3,9,yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),deposition,21 DAT,na,na,#VALUE!,na,na,na,98,0,0,
3E410D,410,45132,45140,45140,10.52,16.89,Petris,2023,DE,DE23,B4,9,yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),deposition,21 DAT,0.6711,na,#VALUE!,na,0.6711,na,114,0,0,
3E112W,112,45141,45146,45146,10.75,15.06,Petris,2023,DE,DE23,B1,9,yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),washoff,21 DAT,na,na,#VALUE!,na,na,na,104.2,0,0,
3E204W,204,45131, 8/1/2023, 8/1/2023,10.74,16.92,Petris,2023,DE,DE23,B2,9,yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),washoff,21 DAT,0.1468,na,#VALUE!,na,0.1468,na,73.6,0,0,
3E306W,306,45141,45146,45146,10.64,15.03,Petris,2023,DE,DE23,B3,9,yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),washoff,21 DAT,na,na,#VALUE!,na,na,na,98,0,0,
3E410W,410,45131, 8/1/2023, 8/1/2023,10.42,16.26,Petris,2023,DE,DE23,B4,9,yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),washoff,21 DAT,0.1324,na,#VALUE!,na,0.1324,na,114,0,0,
3E109D,109,45131, 8/1/2023, 8/1/2023,10.73,15.61,Petris,2023,DE,DE23,B1,10,yes,rolled,pyroxasulfone,anthesis,cereal rye,rye/anthesis/roll,SECCE (roll),deposition,21 DAT,0.5354,na,#VALUE!,na,0.5354,na,56.6,0,0,
3E205D,205,45131, 8/1/2023, 8/1/2023,10.46,14.38,Petris,2023,DE,DE23,B2,10,yes,rolled,pyroxasulfone,anthesis,cereal rye,rye/anthesis/roll,SECCE (roll),deposition,21 DAT,0.4976,na,#VALUE!,na,0.4976,na,31,0,0,
3E302D,302,45141,45146,45146,10.45,16.45,Petris,2023,DE,DE23,B3,10,yes,rolled,pyroxasulfone,anthesis,cereal rye,rye/anthesis/roll,SECCE (roll),deposition,21 DAT,na,na,#VALUE!,na,na,na,84,0,0,
3E404D,404,45132,45140,45140,10.58,14.31,Petris,2023,DE,DE23,B4,10,yes,rolled,pyroxasulfone,anthesis,cereal rye,rye/anthesis/roll,SECCE (roll),deposition,21 DAT,0.3038,na,#VALUE!,na,0.3038,na,86.8,0,0,
3E109W,109,45131, 8/1/2023, 8/1/2023,10.67,16.09,Petris,2023,DE,DE23,B1,10,yes,rolled,pyroxasulfone,anthesis,cereal rye,rye/anthesis/roll,SECCE (roll),washoff,21 DAT,0.149,na,#VALUE!,na,0.149,na,56.6,0,0,
3E205W,205,45131, 8/1/2023, 8/1/2023,10.65,15.8,Petris,2023,DE,DE23,B2,10,yes,rolled,pyroxasulfone,anthesis,cereal rye,rye/anthesis/roll,SECCE (roll),washoff,21 DAT,0.0614,na,#VALUE!,na,0.0614,na,31,0,0,
3E302W,302,45131, 8/1/2023, 8/1/2023,10.56,15.61,Petris,2023,DE,DE23,B3,10,yes,rolled,pyroxasulfone,anthesis,cereal rye,rye/anthesis/roll,SECCE (roll),washoff,21 DAT,0.1093,na,#VALUE!,na,0.1093,na,84,0,0,
3E404W,404,45132,45140,45140,10.55,15.35,Petris,2023,DE,DE23,B4,10,yes,rolled,pyroxasulfone,anthesis,cereal rye,rye/anthesis/roll,SECCE (roll),washoff,21 DAT,0.076,na,#VALUE!,na,0.076,na,86.8,0,0,
3E103D,103,45131, 8/1/2023, 8/1/2023,10.66,16.81,Petris,2023,DE,DE23,B1,11,yes,rolled,pyroxasulfone,anthesis,clover/rye,rye-clover/anthesis/roll,SECCE-TRIPR (roll),deposition,21 DAT,0.4055,na,#VALUE!,na,0.4055,na,62.4,0,0,
3E208D,208,45131, 8/1/2023, 8/1/2023,10.54,15.71,Petris,2023,DE,DE23,B2,11,yes,rolled,pyroxasulfone,anthesis,clover/rye,rye-clover/anthesis/roll,SECCE-TRIPR (roll),deposition,21 DAT,0.1639,na,#VALUE!,na,0.1639,na,84.6,0,0,
3E305D,305,45141,45146,45146,10.65,15.27,Petris,2023,DE,DE23,B3,11,yes,rolled,pyroxasulfone,anthesis,clover/rye,rye-clover/anthesis/roll,SECCE-TRIPR (roll),deposition,21 DAT,na,na,#VALUE!,na,na,na,88,0,0,
3E403D,403,45132,45140,45140,10.76,15.03,Petris,2023,DE,DE23,B4,11,yes,rolled,pyroxasulfone,anthesis,clover/rye,rye-clover/anthesis/roll,SECCE-TRIPR (roll),deposition,21 DAT,0.4233,na,#VALUE!,na,0.4233,na,65.2,0,0,
3E103W,103,45131, 8/1/2023, 8/1/2023,10.73,16.18,Petris,2023,DE,DE23,B1,11,yes,rolled,pyroxasulfone,anthesis,clover/rye,rye-clover/anthesis/roll,SECCE-TRIPR (roll),washoff,21 DAT,0.113,na,#VALUE!,na,0.113,na,62.4,0,0,
3E208W,208,45131, 8/1/2023, 8/1/2023,10.6,15.52,Petris,2023,DE,DE23,B2,11,yes,rolled,pyroxasulfone,anthesis,clover/rye,rye-clover/anthesis/roll,SECCE-TRIPR (roll),washoff,21 DAT,0.23,na,#VALUE!,na,0.23,na,84.6,0,0,
3E305W,305,45141,45146,45146,10.44,15.08,Petris,2023,DE,DE23,B3,11,yes,rolled,pyroxasulfone,anthesis,clover/rye,rye-clover/anthesis/roll,SECCE-TRIPR (roll),washoff,21 DAT,na,na,#VALUE!,na,na,na,88,0,0,
3E403W,403,45141,45146,45146,10.56,15.9,Petris,2023,DE,DE23,B4,11,yes,rolled,pyroxasulfone,anthesis,clover/rye,rye-clover/anthesis/roll,SECCE-TRIPR (roll),washoff,21 DAT,na,na,#VALUE!,na,na,na,65.2,0,0,
3E101D,101,45131, 8/1/2023, 8/1/2023,10.57,16.4,Petris,2023,DE,DE23,B1,12,yes,rolled,pyroxasulfone,anthesis,vetch/rye,rye-vetch/anthesis/roll,SECCE-VICVI (roll),deposition,21 DAT,0.1706,na,#VALUE!,na,0.1706,na,54.4,0,0,
3E209D,209,45131, 8/1/2023, 8/1/2023,10.72,16.73,Petris,2023,DE,DE23,B2,12,yes,rolled,pyroxasulfone,anthesis,vetch/rye,rye-vetch/anthesis/roll,SECCE-VICVI (roll),deposition,21 DAT,0.3916,na,#VALUE!,na,0.3916,na,55.6,0,0,
3E312D,312,45132,45140,45140,10.51,15.74,Petris,2023,DE,DE23,B3,12,yes,rolled,pyroxasulfone,anthesis,vetch/rye,rye-vetch/anthesis/roll,SECCE-VICVI (roll),deposition,21 DAT,0.3425,na,#VALUE!,na,0.3425,na,69.2,0,0,
3E407D,407,45141,45146,45146,10.61,15.04,Petris,2023,DE,DE23,B4,12,yes,rolled,pyroxasulfone,anthesis,vetch/rye,rye-vetch/anthesis/roll,SECCE-VICVI (roll),deposition,21 DAT,na,na,#VALUE!,na,na,na,91,0,0,
3E101W,101,45131, 8/1/2023, 8/1/2023,10.47,15.44,Petris,2023,DE,DE23,B1,12,yes,rolled,pyroxasulfone,anthesis,vetch/rye,rye-vetch/anthesis/roll,SECCE-VICVI (roll),washoff,21 DAT,0.0844,na,#VALUE!,na,0.0844,na,54.4,0,0,
3E209W,209,45132,45140,45140,10.73,15.62,Petris,2023,DE,DE23,B2,12,yes,rolled,pyroxasulfone,anthesis,vetch/rye,rye-vetch/anthesis/roll,SECCE-VICVI (roll),washoff,21 DAT,0.1999,na,#VALUE!,na,0.1999,na,55.6,0,0,
3E312W,312,45131, 8/1/2023, 8/1/2023,10.54,15.36,Petris,2023,DE,DE23,B3,12,yes,rolled,pyroxasulfone,anthesis,vetch/rye,rye-vetch/anthesis/roll,SECCE-VICVI (roll),washoff,21 DAT,0.1242,na,#VALUE!,na,0.1242,na,69.2,0,0,
3E407W,407,45131, 8/1/2023, 8/1/2023,10.52,16.47,Petris,2023,DE,DE23,B4,12,yes,rolled,pyroxasulfone,anthesis,vetch/rye,rye-vetch/anthesis/roll,SECCE-VICVI (roll),washoff,21 DAT,0.1761,na,#VALUE!,na,0.1761,na,91,0,0,
3ECST1,STD,45132,45140,45140,10.61,15.92,Petris,2023,DE,DE23,na,STD,no,control,pyroxasulfone,anthesis,control,control,control,control,0 DAT,0.1004,na,#VALUE!,na,0.1004,na,na,na,na,
3ECST2,STD,45132,45140,45140,10.47,14.68,Petris,2023,DE,DE23,na,STD,no,control,pyroxasulfone,anthesis,control,control,control,control,0 DAT,0.8127,na,#VALUE!,na,0.8127,na,na,na,na,
3ECST3,STD,45132,45140,45140,10.56,15.59,Petris,2023,DE,DE23,na,STD,no,control,pyroxasulfone,anthesis,control,control,control,control,0 DAT,0.5789,na,#VALUE!,na,0.5789,na,na,na,na,
3ECST4,STD,45132,45140,45140,10.47,15.94,Petris,2023,DE,DE23,na,STD,no,control,pyroxasulfone,anthesis,control,control,control,control,0 DAT,0.6917,na,#VALUE!,na,0.6917,na,na,na,na,
3EUTC1,UTC,45141,45146,45146,10.48,15.16,Petris,2023,DE,DE23,na,UTC,no,control,pyroxasulfone,control,control,control,control,control,control,na,na,#VALUE!,na,na,na,na,na,na,
3EUTC2,UTC,45141,45146,45146,10.6,15.88,Petris,2023,DE,DE23,na,UTC,no,control,pyroxasulfone,control,control,control,control,control,control,na,na,#VALUE!,na,na,na,na,na,na,
3EUTC3,UTC,45141,45146,45146,10.5,15.8,Petris,2023,DE,DE23,na,UTC,no,control,pyroxasulfone,control,control,control,control,control,control,na,na,#VALUE!,na,na,na,na,na,na,
3EUTC4,UTC,45141,45146,45146,10.66,15.37,Petris,2023,DE,DE23,na,UTC,no,control,pyroxasulfone,control,control,control,control,control,control,na,na,#VALUE!,na,na,na,na,na,na,
3EDST1,STD,45131, 8/1/2023, 8/1/2023,10.65,14.26,Petris,2023,DE,DE23,na,STD,no,control,pyroxasulfone,EPOST,control,control,control,control,21 DAT,0.6036,na,#VALUE!,na,0.6036,na,na,na,na,
3EDST2,STD,45131, 8/1/2023, 8/1/2023,10.63,15.8,Petris,2023,DE,DE23,na,STD,no,control,pyroxasulfone,EPOST,control,control,control,control,21 DAT,0.5751,na,#VALUE!,na,0.5751,na,na,na,na,
3EDST3,STD,45131, 8/1/2023, 8/1/2023,10.58,15.74,Petris,2023,DE,DE23,na,STD,no,control,pyroxasulfone,EPOST,control,control,control,control,21 DAT,0.7653,na,#VALUE!,na,0.7653,na,na,na,na,
3EDST4,STD,45131, 8/1/2023, 8/1/2023,10.54,15.75,Petris,2023,DE,DE23,na,STD,no,control,pyroxasulfone,EPOST,control,control,control,control,21 DAT,0.4939,na,#VALUE!,na,0.4939,na,na,na,na,
3E107D,107,45132,45140,45140,10.57,14.63,Petris,2023,DE,DE23,B1,1,yes,standing,pyroxasulfone,flagleaf,cereal rye,rye/flagleaf/stand,SECCE (flagleaf),deposition,0 DAT,0.7829,na,#VALUE!,na,0.7829,na,49,0,0,
3E201D,201,45132,45140,45140,10.75,15.66,Petris,2023,DE,DE23,B2,1,yes,standing,pyroxasulfone,flagleaf,cereal rye,rye/flagleaf/stand,SECCE (flagleaf),deposition,0 DAT,0.5434,na,#VALUE!,na,0.5434,na,46.2,0,0,
3E309D,309,45132,45140,45140,10.63,16.3,Petris,2023,DE,DE23,B3,1,yes,standing,pyroxasulfone,flagleaf,cereal rye,rye/flagleaf/stand,SECCE (flagleaf),deposition,0 DAT,0.445,na,#VALUE!,na,0.445,na,35.6,0,0,
3E411D,411,45141,45146,45146,10.57,15.32,Petris,2023,DE,DE23,B4,1,yes,standing,pyroxasulfone,flagleaf,cereal rye,rye/flagleaf/stand,SECCE (flagleaf),deposition,0 DAT,na,na,#VALUE!,na,na,na,57.6,0,0,
3E107W,107,45141,45146,45146,10.61,15.62,Petris,2023,DE,DE23,B1,1,yes,standing,pyroxasulfone,flagleaf,cereal rye,rye/flagleaf/stand,SECCE (flagleaf),washoff,0 DAT,na,na,#VALUE!,na,na,na,49,0,0,
3E201W,201,45141,45146,45146,10.57,16.45,Petris,2023,DE,DE23,B2,1,yes,standing,pyroxasulfone,flagleaf,cereal rye,rye/flagleaf/stand,SECCE (flagleaf),washoff,0 DAT,na,na,#VALUE!,na,na,na,46.2,0,0,
3E309W,309,45141,45146,45146,10.55,15.83,Petris,2023,DE,DE23,B3,1,yes,standing,pyroxasulfone,flagleaf,cereal rye,rye/flagleaf/stand,SECCE (flagleaf),washoff,0 DAT,na,na,#VALUE!,na,na,na,35.6,0,0,
3E411W,411,45132,45140,45140,10.72,15.54,Petris,2023,DE,DE23,B4,1,yes,standing,pyroxasulfone,flagleaf,cereal rye,rye/flagleaf/stand,SECCE (flagleaf),washoff,0 DAT,0.1309,na,#VALUE!,na,0.1309,na,57.6,0,0,
3E108D,108,45131, 8/1/2023, 8/1/2023,10.71,15.23,Petris,2023,DE,DE23,B1,7,yes,standing,pyroxasulfone,flagleaf,cereal rye,rye/flagleaf/stand,SECCE (flagleaf),deposition,21 DAT,0.3706,na,#VALUE!,na,0.3706,na,57.2,0,0,
3E202D,202,45131, 8/1/2023, 8/1/2023,10.6,14.4,Petris,2023,DE,DE23,B2,7,yes,standing,pyroxasulfone,flagleaf,cereal rye,rye/flagleaf/stand,SECCE (flagleaf),deposition,21 DAT,0.0906,na,#VALUE!,na,0.0906,na,54.6,0,0,
3E310D,310,45132,45140,45140,10.56,16.93,Petris,2023,DE,DE23,B3,7,yes,standing,pyroxasulfone,flagleaf,cereal rye,rye/flagleaf/stand,SECCE (flagleaf),deposition,21 DAT,0.8402,na,#VALUE!,na,0.8402,na,42.4,0,0,
3E412D,412,45132,45140,45140,10.7,16.25,Petris,2023,DE,DE23,B4,7,yes,standing,pyroxasulfone,flagleaf,cereal rye,rye/flagleaf/stand,SECCE (flagleaf),deposition,21 DAT,0.3896,na,#VALUE!,na,0.3896,na,67.2,0,0,
3E108W,108,45131, 8/1/2023, 8/1/2023,10.65,15.19,Petris,2023,DE,DE23,B1,7,yes,standing,pyroxasulfone,flagleaf,cereal rye,rye/flagleaf/stand,SECCE (flagleaf),washoff,21 DAT,0.0527,na,#VALUE!,na,0.0527,na,57.2,0,0,
